,video,mos_list,content,codec,fr,res,bitrate
495,Cricket2_HEVC_SFR_396p_900K_210,"[38, 42, 35, 57, 47, 45, 52, 27, 38, 39, 21, 72, 53, 61, 62, 69, 49, 51, 44, 68, 39, 19, 70, 66, 57, 55, 36, 58, 45, 23, 49]",Cricket2_210,HEVC,SFR,396p,900
496,TNFNFL_SRC_SRC_SRC_SRC_4211,"[40, 28, 83, 69, 72, 45, 56, 72, 55, 42, 73, 59, 80, 85, 45, 52, 94, 80, 75, 74, 49, 75, 67, 70, 51, 64, 57, 52, 66, 71]",TNFNFL_4211,SRC,SRC,SRC,100000
497,Cricket2_HEVC_SFR_288p_300K_210,"[34, 4, 34, 26, 29, 31, 35, 25, 59, 11, 36, 36, 25, 32, 33, 14, 27, 30, 32, 46, 39, 14, 36, 44, 16, 52, 35, 18, 9, 6, 36]",Cricket2_210,HEVC,SFR,288p,300
498,TNFNFL_AVC_HFR_396p_600K_4211,"[17, 3, 14, 28, 13, 20, 20, 1, 9, 32, 33, 34, 27, 10, 26, 15, 44, 34, 55, 19, 11, 46, 34, 63, 27, 24, 27, 8, 11, 35]",TNFNFL_4211,AVC,HFR,396p,600
499,EPLNight_AVC_HFR_540p_1300K_58,"[20, 31, 76, 33, 41, 29, 42, 49, 50, 38, 62, 73, 27, 40, 76, 43, 47, 39, 52, 50, 34, 36, 77, 69, 65, 57, 47, 58, 33, 48, 59]",EPLNight_58,AVC,HFR,540p,1300
500,Cricket2_AVC_HFR_720p_2200K_210,"[37, 30, 83, 80, 40, 68, 78, 59, 40, 28, 83, 89, 16, 78, 41, 73, 85, 85, 68, 51, 64, 67, 97, 43, 74, 57, 28, 74, 65, 62, 61]",Cricket2_210,AVC,HFR,720p,2200
501,Cricket1_HEVC_HFR_396p_900K_210,"[36, 35, 37, 50, 51, 38, 54, 46, 81, 53, 45, 60, 54, 34, 47, 53, 41, 57, 62, 67, 47, 44, 9, 57, 64, 58, 47, 37, 35, 13, 42]",Cricket1_210,HEVC,HFR,396p,900
502,TNFNFL_AVC_SFR_540p_1200K_4211,"[17, 31, 67, 58, 42, 31, 48, 45, 35, 43, 55, 27, 40, 52, 39, 51, 60, 42, 53, 52, 29, 75, 43, 57, 41, 34, 20, 21, 48, 49]",TNFNFL_4211,AVC,SFR,540p,1200
503,Cricket1_HEVC_HFR_288p_300K_210,"[34, 3, 36, 26, 25, 34, 53, 4, 19, 23, 40, 22, 25, 36, 39, 20, 24, 1, 32, 3, 27, 9, 49, 44, 39, 40, 1, 38, 50, 47, 29]",Cricket1_210,HEVC,HFR,288p,300
504,Cricket2_HEVC_HFR_288p_300K_210,"[18, 1, 42, 13, 28, 24, 24, 14, 1, 9, 74, 48, 15, 58, 16, 39, 27, 11, 36, 14, 44, 8, 41, 24, 35, 37, 20, 57, 14, 26, 35]",Cricket2_210,HEVC,HFR,288p,300
505,EPLNight_AVC_HFR_720p_2200K_58,"[37, 43, 99, 83, 56, 43, 83, 72, 73, 44, 73, 98, 80, 68, 98, 73, 80, 77, 75, 36, 43, 79, 94, 61, 81, 60, 41, 65, 77, 49, 73]",EPLNight_58,AVC,HFR,720p,2200
506,USOpen_HEVC_SFR_720p_2200K_604,"[50, 84, 94, 82, 44, 63, 71, 78, 50, 73, 76, 17, 52, 49, 51, 90, 100, 76, 52, 71, 75, 81, 77, 73, 57, 71, 67, 66, 75, 73]",USOpen_604,HEVC,SFR,720p,2200
507,Cricket2_AVC_SFR_540p_1200K_210,"[44, 46, 75, 72, 53, 51, 68, 55, 28, 39, 84, 74, 23, 94, 70, 39, 47, 73, 66, 65, 43, 55, 90, 74, 73, 59, 37, 50, 37, 42, 49]",Cricket2_210,AVC,SFR,540p,1200
508,USOpen_AVC_SFR_396p_800K_604,"[33, 32, 58, 43, 15, 38, 46, 42, 31, 73, 60, 26, 70, 59, 38, 66, 53, 45, 62, 45, 38, 54, 56, 61, 49, 36, 58, 22, 49, 60]",USOpen_604,AVC,SFR,396p,800
509,Cricket1_AVC_HFR_540p_1900K_210,"[38, 38, 78, 72, 11, 19, 63, 59, 59, 29, 79, 78, 26, 54, 38, 49, 83, 90, 79, 64, 43, 40, 84, 72, 83, 62, 28, 60, 39, 39, 57]",Cricket1_210,AVC,HFR,540p,1900
510,USOpen_AVC_SFR_396p_400K_604,"[34, 31, 72, 31, 21, 31, 45, 59, 25, 35, 49, 33, 52, 55, 23, 48, 54, 34, 51, 50, 33, 52, 62, 62, 55, 44, 54, 33, 25, 50]",USOpen_604,AVC,SFR,396p,400
511,Cricket2_HEVC_HFR_396p_900K_210,"[33, 27, 48, 50, 21, 63, 45, 47, 39, 16, 39, 73, 49, 32, 73, 48, 40, 49, 56, 55, 47, 41, 69, 50, 56, 46, 35, 38, 55, 26, 38]",Cricket2_210,HEVC,HFR,396p,900
512,USOpen_AVC_HFR_396p_900K_604,"[32, 25, 85, 57, 59, 33, 42, 25, 30, 38, 80, 37, 66, 71, 38, 63, 48, 43, 71, 49, 52, 52, 57, 48, 57, 33, 35, 28, 37, 55]",USOpen_604,AVC,HFR,396p,900
513,Cricket1_HEVC_HFR_720p_2200K_210,"[37, 32, 100, 90, 69, 53, 63, 76, 61, 49, 96, 94, 41, 64, 59, 67, 99, 100, 73, 77, 72, 64, 81, 90, 80, 47, 32, 75, 61, 65, 75]",Cricket1_210,HEVC,HFR,720p,2200
514,USOpen_AVC_SFR_720p_2000K_604,"[46, 53, 86, 80, 22, 80, 72, 73, 60, 95, 81, 80, 70, 80, 72, 73, 81, 51, 91, 66, 73, 59, 59, 64, 57, 42, 66, 66, 78, 77]",USOpen_604,AVC,SFR,720p,2000
515,Cricket1_AVC_SFR_396p_800K_210,"[32, 28, 62, 35, 36, 30, 27, 50, 61, 41, 36, 71, 70, 53, 49, 38, 59, 22, 50, 67, 53, 12, 60, 50, 61, 35, 16, 37, 31, 27, 44]",Cricket1_210,AVC,SFR,396p,800
516,USOpen_AVC_SFR_288p_200K_604,"[33, 5, 25, 20, 11, 9, 9, 29, 2, 17, 41, 11, 36, 35, 1, 27, 33, 26, 22, 43, 17, 15, 39, 50, 41, 24, 39, 23, 3, 38]",USOpen_604,AVC,SFR,288p,200
517,Cricket1_SRC_SRC_SRC_SRC_210,"[52, 42, 100, 100, 67, 77, 84, 89, 100, 24, 83, 92, 79, 86, 51, 74, 100, 100, 79, 66, 70, 62, 91, 93, 82, 75, 76, 83, 81, 96, 87]",Cricket1_210,SRC,SRC,SRC,100000
518,TNFNFL_HEVC_HFR_396p_900K_4211,"[18, 27, 26, 49, 24, 32, 28, 7, 20, 27, 23, 69, 40, 27, 23, 40, 30, 31, 31, 19, 14, 19, 35, 59, 22, 26, 33, 7, 17, 40]",TNFNFL_4211,HEVC,HFR,396p,900
519,Cricket2_HEVC_SFR_540p_1100K_210,"[44, 38, 71, 79, 56, 57, 53, 48, 48, 45, 93, 74, 70, 68, 43, 61, 85, 91, 71, 60, 33, 24, 63, 68, 73, 40, 54, 36, 64, 70, 61]",Cricket2_210,HEVC,SFR,540p,1100
520,TNFNFL_AVC_HFR_540p_1300K_4211,"[26, 35, 58, 33, 43, 24, 27, 33, 37, 60, 63, 24, 37, 29, 23, 38, 60, 63, 67, 29, 25, 58, 34, 60, 51, 25, 39, 31, 27, 46]",TNFNFL_4211,AVC,HFR,540p,1300
521,EPLNight_HEVC_HFR_288p_300K_58,"[18, 4, 2, 1, 1, 1, 6, 5, 1, 1, 17, 1, 1, 56, 2, 1, 1, 15, 7, 1, 3, 4, 2, 2, 5, 6, 1, 40, 1, 1, 19]",EPLNight_58,HEVC,HFR,288p,300
522,TNFNFL_AVC_HFR_720p_2200K_4211,"[25, 26, 63, 66, 61, 49, 47, 24, 47, 79, 99, 13, 75, 42, 39, 85, 76, 67, 75, 66, 43, 75, 51, 59, 52, 60, 34, 47, 48, 50]",TNFNFL_4211,AVC,HFR,720p,2200
523,EPLNight_HEVC_SFR_288p_300K_58,"[17, 2, 1, 2, 10, 1, 8, 2, 1, 3, 38, 2, 1, 1, 15, 3, 1, 1, 2, 27, 6, 3, 6, 1, 21, 12, 1, 8, 6, 1, 23]",EPLNight_58,HEVC,SFR,288p,300
524,USOpen_AVC_HFR_540p_1300K_604,"[41, 41, 88, 63, 68, 51, 48, 71, 56, 71, 99, 31, 79, 68, 50, 61, 47, 68, 69, 62, 3, 48, 73, 85, 72, 60, 54, 48, 65, 76]",USOpen_604,AVC,HFR,540p,1300
525,EPLNight_HEVC_HFR_720p_2200K_58,"[52, 54, 75, 66, 22, 39, 77, 65, 83, 76, 40, 97, 81, 65, 93, 67, 52, 60, 72, 52, 60, 51, 60, 76, 85, 70, 54, 48, 54, 54, 74]",EPLNight_58,HEVC,HFR,720p,2200
526,Cricket1_AVC_SFR_396p_400K_210,"[30, 29, 42, 23, 32, 30, 22, 14, 26, 35, 38, 73, 35, 37, 20, 38, 40, 22, 46, 57, 35, 17, 24, 18, 59, 59, 38, 44, 24, 2, 18]",Cricket1_210,AVC,SFR,396p,400
527,EPLNight_HEVC_HFR_396p_900K_58,"[39, 24, 47, 33, 23, 14, 73, 29, 29, 16, 30, 36, 3, 60, 30, 31, 42, 50, 51, 32, 30, 8, 36, 44, 47, 37, 15, 14, 3, 19, 49]",EPLNight_58,HEVC,HFR,396p,900
528,Cricket2_AVC_SFR_720p_2000K_210,"[50, 39, 73, 90, 62, 83, 73, 62, 52, 64, 24, 88, 48, 58, 82, 73, 84, 84, 83, 41, 44, 70, 80, 84, 82, 49, 48, 69, 50, 39, 63]",Cricket2_210,AVC,SFR,720p,2000
529,EPLNight_AVC_HFR_288p_300K_58,"[15, 12, 1, 6, 4, 2, 14, 3, 1, 1, 50, 1, 4, 26, 4, 1, 2, 1, 6, 1, 35, 10, 2, 18, 11, 17, 1, 1, 6, 1, 24]",EPLNight_58,AVC,HFR,288p,300
530,TNFNFL_AVC_SFR_396p_800K_4211,"[24, 11, 27, 29, 24, 19, 4, 5, 42, 24, 47, 27, 45, 49, 36, 37, 37, 33, 27, 33, 39, 42, 44, 65, 42, 21, 31, 10, 20, 45]",TNFNFL_4211,AVC,SFR,396p,800
531,Cricket2_AVC_HFR_540p_1900K_210,"[47, 38, 94, 80, 58, 57, 74, 65, 41, 40, 70, 88, 79, 56, 91, 62, 74, 90, 57, 76, 53, 57, 45, 52, 88, 43, 49, 52, 58, 49, 51]",Cricket2_210,AVC,HFR,540p,1900
532,Cricket1_AVC_HFR_720p_2200K_210,"[48, 40, 89, 81, 49, 42, 60, 63, 59, 73, 20, 84, 39, 73, 67, 69, 95, 100, 74, 85, 65, 42, 83, 62, 73, 32, 72, 72, 58, 48, 63]",Cricket1_210,AVC,HFR,720p,2200
533,EPLNight_AVC_HFR_540p_1900K_58,"[48, 39, 79, 59, 44, 39, 58, 62, 59, 56, 25, 73, 48, 95, 68, 66, 51, 59, 58, 49, 56, 56, 72, 53, 70, 62, 36, 38, 21, 47, 73]",EPLNight_58,AVC,HFR,540p,1900
534,Cricket2_HEVC_SFR_396p_600K_210,"[36, 43, 66, 59, 50, 38, 50, 49, 20, 43, 58, 63, 37, 46, 39, 60, 46, 49, 31, 47, 46, 35, 49, 64, 66, 45, 40, 56, 21, 41, 42]",Cricket2_210,HEVC,SFR,396p,600
535,Cricket1_AVC_SFR_720p_2000K_210,"[42, 35, 81, 91, 50, 45, 68, 54, 78, 24, 80, 71, 65, 74, 61, 62, 83, 84, 56, 31, 55, 50, 73, 70, 77, 27, 39, 39, 52, 25, 43]",Cricket1_210,AVC,SFR,720p,2000
536,USOpen_HEVC_SFR_540p_1100K_604,"[44, 42, 72, 72, 27, 37, 56, 65, 46, 64, 84, 80, 40, 52, 45, 61, 70, 73, 62, 49, 68, 66, 65, 61, 52, 65, 42, 71, 60, 67]",USOpen_604,HEVC,SFR,540p,1100
537,Cricket2_HEVC_HFR_720p_2200K_210,"[53, 46, 92, 99, 25, 78, 52, 25, 93, 45, 64, 49, 72, 41, 54, 78, 75, 89, 71, 74, 52, 87, 91, 83, 80, 57, 17, 74, 40, 62, 67]",Cricket2_210,HEVC,HFR,720p,2200
538,USOpen_AVC_SFR_540p_1200K_604,"[49, 44, 58, 50, 21, 55, 60, 57, 40, 62, 60, 23, 86, 61, 34, 82, 48, 50, 60, 47, 57, 64, 69, 63, 53, 51, 54, 49, 31, 69]",USOpen_604,AVC,SFR,540p,1200
539,Cricket2_HEVC_HFR_540p_1900K_210,"[46, 39, 66, 84, 51, 65, 75, 77, 43, 50, 19, 49, 59, 73, 61, 67, 75, 100, 62, 74, 55, 71, 87, 71, 74, 52, 67, 64, 56, 21, 66]",Cricket2_210,HEVC,HFR,540p,1900
540,Cricket1_AVC_SFR_540p_1200K_210,"[43, 22, 80, 53, 48, 34, 34, 62, 58, 27, 41, 79, 13, 60, 43, 15, 50, 50, 68, 53, 50, 37, 75, 70, 44, 45, 32, 39, 33, 47, 41]",Cricket1_210,AVC,SFR,540p,1200
541,Cricket2_AVC_HFR_396p_900K_210,"[40, 31, 62, 60, 49, 38, 62, 45, 39, 37, 50, 75, 41, 55, 64, 46, 46, 70, 40, 63, 31, 50, 68, 65, 58, 58, 43, 41, 42, 23, 54]",Cricket2_210,AVC,HFR,396p,900
542,Cricket1_HEVC_SFR_720p_2200K_210,"[48, 44, 99, 97, 73, 53, 57, 80, 100, 28, 85, 84, 58, 68, 40, 67, 85, 94, 66, 77, 55, 59, 83, 100, 81, 48, 36, 65, 67, 74, 64]",Cricket1_210,HEVC,SFR,720p,2200
543,TNFNFL_AVC_SFR_396p_400K_4211,"[24, 17, 18, 11, 14, 16, 26, 58, 10, 10, 26, 21, 40, 32, 18, 12, 42, 34, 23, 17, 6, 15, 26, 30, 50, 1, 28, 2, 26, 33]",TNFNFL_4211,AVC,SFR,396p,400
544,EPLNight_HEVC_HFR_540p_1900K_58,"[49, 24, 64, 59, 51, 36, 69, 47, 23, 48, 34, 99, 59, 61, 82, 58, 61, 32, 47, 55, 48, 48, 66, 67, 76, 57, 49, 43, 56, 50, 65]",EPLNight_58,HEVC,HFR,540p,1900
545,Cricket1_HEVC_HFR_540p_1100K_210,"[49, 29, 76, 56, 49, 43, 78, 38, 25, 58, 90, 83, 52, 65, 15, 62, 49, 83, 63, 52, 50, 15, 63, 68, 56, 60, 23, 35, 42, 1, 50]",Cricket1_210,HEVC,HFR,540p,1100
546,USOpen_AVC_HFR_396p_600K_604,"[37, 27, 73, 35, 47, 33, 49, 39, 25, 40, 96, 20, 45, 49, 41, 50, 50, 53, 59, 61, 38, 59, 43, 59, 49, 47, 53, 29, 25, 52]",USOpen_604,AVC,HFR,396p,600
547,Cricket1_AVC_SFR_288p_200K_210,"[14, 12, 23, 7, 15, 7, 19, 4, 24, 7, 6, 5, 21, 26, 30, 5, 1, 24, 27, 5, 19, 8, 4, 23, 23, 39, 8, 13, 3, 1, 21]",Cricket1_210,AVC,SFR,288p,200
548,Cricket2_SRC_SRC_SRC_SRC_210,"[51, 51, 84, 100, 71, 65, 90, 84, 88, 99, 95, 100, 75, 98, 91, 87, 97, 100, 78, 81, 64, 87, 99, 97, 89, 31, 56, 67, 70, 67, 84]",Cricket2_210,SRC,SRC,SRC,100000
549,Cricket1_HEVC_SFR_396p_600K_210,"[41, 37, 28, 24, 51, 39, 46, 27, 58, 49, 46, 41, 13, 71, 40, 32, 38, 50, 45, 37, 39, 26, 64, 32, 67, 46, 25, 51, 10, 24, 50]",Cricket1_210,HEVC,SFR,396p,600
550,Cricket2_AVC_SFR_396p_800K_210,"[39, 43, 84, 38, 48, 44, 46, 43, 58, 49, 40, 85, 32, 75, 25, 48, 30, 54, 69, 45, 35, 65, 65, 56, 62, 50, 27, 45, 33, 22, 43]",Cricket2_210,AVC,SFR,396p,800
551,TNFNFL_AVC_HFR_540p_1900K_4211,"[39, 41, 64, 70, 46, 32, 40, 34, 26, 26, 68, 17, 42, 64, 37, 38, 47, 63, 63, 33, 38, 53, 72, 81, 40, 39, 57, 19, 24, 44]",TNFNFL_4211,AVC,HFR,540p,1900
552,EPLNight_SRC_SRC_SRC_SRC_58,"[68, 79, 100, 100, 94, 80, 100, 93, 100, 98, 97, 100, 99, 100, 100, 95, 100, 100, 100, 94, 97, 95, 99, 100, 99, 94, 45, 95, 96, 100, 98]",EPLNight_58,SRC,SRC,SRC,100000
553,Cricket1_AVC_HFR_540p_1300K_210,"[38, 49, 77, 51, 61, 42, 40, 45, 71, 50, 85, 75, 61, 36, 36, 42, 90, 33, 68, 68, 43, 46, 92, 51, 81, 42, 43, 37, 30, 14, 45]",Cricket1_210,AVC,HFR,540p,1300
554,TNFNFL_HEVC_HFR_540p_1900K_4211,"[39, 38, 45, 64, 26, 29, 36, 37, 55, 69, 74, 16, 69, 26, 25, 32, 36, 66, 70, 59, 23, 50, 62, 47, 39, 51, 54, 23, 47, 41]",TNFNFL_4211,HEVC,HFR,540p,1900
555,Cricket2_AVC_SFR_396p_400K_210,"[38, 25, 54, 32, 21, 32, 28, 25, 57, 36, 59, 66, 3, 56, 34, 42, 39, 40, 40, 58, 39, 21, 54, 31, 60, 33, 7, 39, 44, 31, 47]",Cricket2_210,AVC,SFR,396p,400
556,Cricket1_AVC_HFR_396p_600K_210,"[36, 37, 35, 22, 47, 33, 38, 21, 49, 43, 33, 68, 57, 69, 50, 43, 49, 70, 40, 56, 37, 10, 16, 45, 63, 30, 34, 36, 25, 24, 33]",Cricket1_210,AVC,HFR,396p,600
557,EPLNight_HEVC_SFR_720p_2200K_58,"[51, 50, 84, 55, 56, 34, 45, 74, 62, 62, 91, 77, 82, 85, 77, 86, 99, 89, 76, 61, 67, 70, 89, 78, 75, 55, 47, 66, 85, 80, 81]",EPLNight_58,HEVC,SFR,720p,2200
558,TNFNFL_HEVC_SFR_396p_600K_4211,"[33, 21, 19, 23, 17, 19, 24, 9, 24, 32, 51, 7, 66, 8, 13, 20, 32, 34, 29, 31, 8, 31, 27, 58, 43, 13, 58, 3, 10, 41]",TNFNFL_4211,HEVC,SFR,396p,600
559,USOpen_HEVC_HFR_540p_1900K_604,"[44, 45, 98, 34, 73, 38, 69, 39, 56, 32, 100, 73, 78, 73, 50, 74, 51, 69, 76, 66, 54, 69, 78, 80, 70, 51, 59, 63, 72, 65]",USOpen_604,HEVC,HFR,540p,1900
560,EPLNight_AVC_SFR_396p_400K_58,"[31, 26, 38, 24, 10, 4, 19, 25, 12, 33, 26, 60, 28, 66, 21, 13, 26, 18, 23, 19, 21, 33, 13, 13, 48, 42, 16, 16, 5, 1, 36]",EPLNight_58,AVC,SFR,396p,400
561,TNFNFL_HEVC_SFR_540p_1100K_4211,"[31, 25, 47, 37, 17, 40, 39, 41, 10, 43, 55, 13, 39, 62, 26, 27, 41, 48, 44, 15, 21, 27, 49, 65, 44, 24, 56, 18, 1, 37]",TNFNFL_4211,HEVC,SFR,540p,1100
562,Cricket1_AVC_SFR_540p_1800K_210,"[49, 43, 58, 77, 30, 31, 64, 44, 54, 53, 58, 70, 47, 58, 57, 53, 74, 100, 70, 68, 39, 46, 73, 75, 62, 25, 37, 54, 49, 30, 47]",Cricket1_210,AVC,SFR,540p,1800
563,USOpen_HEVC_HFR_720p_2200K_604,"[51, 53, 97, 79, 77, 69, 73, 60, 74, 96, 100, 79, 93, 89, 76, 91, 89, 74, 88, 59, 75, 93, 76, 69, 55, 62, 66, 70, 49, 79]",USOpen_604,HEVC,HFR,720p,2200
564,Cricket1_HEVC_SFR_396p_900K_210,"[38, 23, 71, 79, 46, 50, 29, 36, 69, 50, 46, 55, 44, 38, 19, 50, 47, 65, 52, 53, 51, 23, 48, 53, 67, 49, 49, 54, 48, 15, 46]",Cricket1_210,HEVC,SFR,396p,900
565,EPLNight_AVC_HFR_396p_900K_58,"[37, 33, 56, 28, 19, 8, 38, 38, 58, 34, 26, 27, 28, 63, 58, 42, 28, 43, 51, 2, 43, 23, 50, 50, 51, 48, 26, 39, 10, 4, 42]",EPLNight_58,AVC,HFR,396p,900
566,TNFNFL_HEVC_SFR_396p_900K_4211,"[35, 44, 67, 40, 32, 17, 28, 11, 14, 20, 32, 27, 58, 21, 19, 27, 37, 40, 43, 35, 13, 35, 47, 71, 40, 23, 62, 7, 11, 46]",TNFNFL_4211,HEVC,SFR,396p,900
567,Cricket2_AVC_SFR_540p_1800K_210,"[53, 31, 93, 83, 53, 64, 73, 50, 51, 61, 52, 88, 100, 81, 29, 78, 98, 76, 71, 74, 40, 69, 60, 73, 85, 45, 54, 51, 49, 42, 65]",Cricket2_210,AVC,SFR,540p,1800
568,USOpen_HEVC_HFR_396p_900K_604,"[41, 32, 73, 43, 26, 26, 41, 62, 39, 53, 97, 68, 72, 74, 21, 74, 47, 46, 48, 60, 35, 38, 50, 61, 54, 43, 50, 20, 50, 50]",USOpen_604,HEVC,HFR,396p,900
569,EPLNight_HEVC_HFR_396p_600K_58,"[32, 16, 16, 14, 11, 5, 22, 49, 1, 3, 36, 21, 15, 63, 26, 1, 38, 15, 26, 39, 29, 7, 11, 25, 29, 26, 12, 46, 6, 1, 36]",EPLNight_58,HEVC,HFR,396p,600
570,TNFNFL_HEVC_HFR_288p_300K_4211,"[14, 12, 1, 8, 1, 8, 6, 1, 45, 20, 1, 1, 2, 19, 1, 1, 1, 10, 1, 16, 6, 1, 1, 48, 12, 1, 1, 4, 1, 14]",TNFNFL_4211,HEVC,HFR,288p,300
571,EPLNight_HEVC_SFR_540p_1900K_58,"[53, 43, 93, 49, 61, 31, 64, 52, 34, 48, 33, 55, 17, 72, 80, 66, 74, 60, 45, 64, 54, 53, 70, 58, 72, 63, 34, 34, 56, 75, 62]",EPLNight_58,HEVC,SFR,540p,1900
572,USOpen_HEVC_HFR_288p_300K_604,"[34, 22, 40, 27, 26, 30, 17, 23, 25, 49, 61, 11, 51, 49, 7, 34, 15, 34, 52, 33, 24, 48, 32, 78, 45, 20, 40, 18, 10, 51]",USOpen_604,HEVC,HFR,288p,300
573,EPLNight_HEVC_SFR_540p_1100K_58,"[44, 42, 88, 38, 49, 38, 49, 49, 48, 52, 52, 75, 50, 58, 42, 49, 34, 42, 45, 43, 29, 36, 38, 44, 60, 49, 39, 37, 34, 45, 52]",EPLNight_58,HEVC,SFR,540p,1100
574,Cricket2_AVC_HFR_540p_1300K_210,"[46, 44, 61, 72, 68, 56, 39, 47, 29, 30, 35, 74, 41, 42, 62, 60, 74, 43, 66, 64, 54, 17, 59, 62, 70, 58, 23, 53, 43, 38, 45]",Cricket2_210,AVC,HFR,540p,1300
575,EPLNight_AVC_SFR_288p_200K_58,"[13, 3, 1, 1, 11, 1, 5, 5, 1, 3, 10, 1, 1, 11, 2, 2, 1, 1, 3, 45, 8, 15, 3, 4, 6, 10, 1, 5, 2, 1, 13]",EPLNight_58,AVC,SFR,288p,200
576,USOpen_HEVC_SFR_540p_1900K_604,"[49, 30, 80, 69, 30, 54, 60, 29, 48, 74, 66, 58, 57, 47, 41, 85, 63, 69, 61, 49, 53, 66, 67, 73, 49, 46, 44, 44, 68, 66]",USOpen_604,HEVC,SFR,540p,1900
577,EPLNight_AVC_SFR_540p_1800K_58,"[43, 32, 78, 18, 28, 39, 39, 60, 72, 55, 52, 65, 61, 67, 65, 33, 50, 58, 42, 51, 54, 57, 63, 75, 49, 60, 25, 45, 56, 50, 73]",EPLNight_58,AVC,SFR,540p,1800
578,USOpen_AVC_SFR_540p_1800K_604,"[47, 41, 55, 66, 21, 44, 63, 39, 27, 44, 61, 52, 87, 64, 42, 64, 56, 68, 82, 72, 51, 60, 55, 76, 57, 51, 42, 55, 68, 60]",USOpen_604,AVC,SFR,540p,1800
579,Cricket1_HEVC_HFR_396p_600K_210,"[40, 40, 42, 37, 24, 36, 35, 48, 76, 47, 35, 81, 27, 62, 16, 23, 38, 5, 31, 60, 42, 15, 47, 42, 44, 35, 30, 29, 27, 9, 39]",Cricket1_210,HEVC,HFR,396p,600
580,USOpen_HEVC_HFR_396p_600K_604,"[37, 35, 71, 26, 49, 38, 34, 61, 53, 80, 79, 15, 44, 75, 38, 51, 52, 48, 64, 47, 32, 26, 63, 63, 49, 34, 60, 21, 27, 43]",USOpen_604,HEVC,HFR,396p,600
581,TNFNFL_AVC_SFR_288p_200K_4211,"[15, 8, 1, 1, 2, 6, 3, 1, 2, 19, 6, 15, 2, 8, 1, 1, 1, 6, 1, 20, 4, 3, 17, 5, 2, 1, 36, 2, 1, 17]",TNFNFL_4211,AVC,SFR,288p,200
582,USOpen_AVC_HFR_720p_2200K_604,"[53, 37, 100, 81, 78, 60, 74, 82, 68, 92, 100, 34, 79, 90, 68, 84, 79, 76, 82, 82, 85, 95, 82, 83, 74, 76, 45, 68, 76, 77]",USOpen_604,AVC,HFR,720p,2200
583,TNFNFL_HEVC_SFR_288p_300K_4211,"[21, 42, 2, 1, 3, 9, 4, 2, 1, 19, 8, 22, 37, 3, 10, 1, 14, 11, 3, 15, 4, 7, 24, 22, 5, 1, 19, 4, 26, 13]",TNFNFL_4211,HEVC,SFR,288p,300
584,Cricket2_AVC_HFR_396p_600K_210,"[36, 36, 46, 51, 23, 30, 53, 36, 63, 35, 49, 50, 48, 59, 52, 40, 56, 49, 54, 69, 33, 20, 24, 55, 58, 45, 39, 51, 32, 27, 41]",Cricket2_210,AVC,HFR,396p,600
585,TNFNFL_AVC_HFR_396p_900K_4211,"[25, 20, 26, 38, 23, 26, 25, 23, 38, 32, 49, 14, 34, 28, 17, 14, 36, 46, 33, 41, 27, 47, 49, 65, 55, 17, 54, 3, 20, 39]",TNFNFL_4211,AVC,HFR,396p,900
586,EPLNight_HEVC_SFR_396p_600K_58,"[38, 27, 57, 31, 22, 21, 50, 12, 15, 17, 18, 27, 45, 49, 45, 8, 26, 20, 36, 3, 31, 18, 44, 51, 28, 41, 40, 16, 19, 4, 43]",EPLNight_58,HEVC,SFR,396p,600
587,TNFNFL_HEVC_SFR_540p_1900K_4211,"[36, 34, 29, 65, 49, 20, 32, 37, 39, 46, 30, 15, 45, 52, 40, 48, 73, 64, 56, 38, 27, 41, 57, 57, 36, 48, 60, 39, 1, 50]",TNFNFL_4211,HEVC,SFR,540p,1900
588,Cricket2_HEVC_HFR_540p_1100K_210,"[50, 28, 84, 59, 64, 34, 51, 57, 27, 47, 88, 55, 53, 64, 71, 65, 93, 99, 62, 49, 46, 65, 67, 70, 83, 44, 24, 65, 32, 46, 60]",Cricket2_210,HEVC,HFR,540p,1100
589,EPLNight_HEVC_HFR_540p_1100K_58,"[38, 48, 65, 27, 31, 32, 55, 50, 64, 38, 49, 49, 55, 58, 56, 49, 50, 53, 64, 50, 66, 18, 77, 52, 63, 51, 41, 45, 22, 24, 58]",EPLNight_58,HEVC,HFR,540p,1100
590,Cricket2_HEVC_SFR_540p_1900K_210,"[52, 31, 76, 87, 69, 82, 48, 59, 73, 36, 47, 74, 59, 54, 74, 78, 75, 100, 90, 89, 45, 70, 76, 73, 76, 39, 75, 77, 53, 60, 61]",Cricket2_210,HEVC,SFR,540p,1900
591,USOpen_HEVC_SFR_288p_300K_604,"[34, 13, 77, 29, 29, 30, 27, 16, 15, 35, 67, 14, 33, 38, 7, 40, 22, 32, 21, 47, 24, 4, 49, 34, 43, 35, 36, 2, 20, 42]",USOpen_604,HEVC,SFR,288p,300
592,EPLNight_AVC_SFR_396p_800K_58,"[40, 40, 37, 28, 19, 18, 21, 33, 15, 50, 18, 41, 53, 43, 36, 25, 42, 41, 38, 7, 27, 31, 30, 36, 42, 42, 17, 14, 3, 12, 45]",EPLNight_58,AVC,SFR,396p,800
